English_Word,Node_Collections,,
unls,Focus -> General/Universal  ||  Focus  ->  Objective  ->  Material Object  ->  Immaterial  ->  Factual  ->  Opinion/Perspective  ||  Subjective,Focus  ->  Abstract  ->  Creative  ||  Spatial  ->  Time  ->  Past  ->  Near  ->  Distant  ->  Present  ->  Future  ->  Near  ->  Distant  ->  Space  ->  Near/Close  ->  Far/Distant  ->  Location  ||  Action  ->  Past Tense/Occurred  ->  Current/Occuring  ->  Future/Forward  ->  Resting/Stopped  ||,Identity  ->  Species  ->  Self  ->  Close Related External  ->  Distant Related External  ->  Gender  ->  Unidentified  ->  Binary  ->  Trans  ->  Female  ->  Male  ||  Quantitative  ->  Singular  ->  Positive  ->  Negative  ->  Multiple  ->  Positive  ->  Negative
,,,
AM,Spatial  ->  Time,,
PM,Spatial  ->  Time,,
submissive,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
substantial,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
subtle,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
suburban,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
sudden,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
sugary,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
sunny,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
super,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
superb,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
superficial,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
superior,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
supportive,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
surprised,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
suspicious,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
svelte,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
sweaty,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
sweet,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
sweltering,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
swift,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
sympathetic,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
talkative,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
tall,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
tame,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
tan,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
tangible,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
tart,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
tasty,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
tattered,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
taut,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
tedious,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
teeming,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
tempting,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
tender,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
tense,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
tepid,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
terrible,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
terrific,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
testy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
thankful,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
that,Focus ||  Identity || Spatial || Quantitative	 -> 	Singular	 -> 	Positive || Focus ||  Identity																												,,
these,Focus ||  Identity || Spatial || Quantitative	 -> 	Multiple	 -> 	Positive || Focus ||  Identity																												,,
thick,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
thin,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
third,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
thirsty,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
this,Focus ||  Identity || Spatial || Quantitative	 -> 	Singular	 -> 	Positive || Focus ||  Identity																												,,
thorny,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
thorough,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
those,Focus ||  Identity || Spatial || Quantitative	 -> 	Multiple	 -> 	Positive || Focus ||  Identity																												,,
thoughtful,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
threadbare,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
thrifty,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
thunderous,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
tidy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
tight,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
timely,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
tinted,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
tiny,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
tired,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
torn,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
total,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
tough,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
tragic,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
trained,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
traumatic,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
treasured,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
tremendous,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
triangular,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
tricky,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
trifling,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
trim,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
trivial,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
troubled,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
true,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
trusting,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
trustworthy,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
trusty,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
truthful,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
tubby,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
turbulent,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
twin,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
ugly,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
ultimate,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
unacceptable,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unaware,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
uncomfortable,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
uncommon,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unconscious,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
understated,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unequaled,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
uneven,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unfinished,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unfit,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unfolded,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unfortunate,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
unhappy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
unhealthy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
uniform,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unimportant,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
unique,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
united,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unkempt,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
unknown,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unlawful,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unlined,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unlucky,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
unnatural,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
unpleasant,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
unrealistic,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
unripe,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unruly,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unselfish,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
unsightly,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unsteady,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unsung,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
untidy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
untimely,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
untried,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
untrue,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unused,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
unusual,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unwelcome,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
unwieldy,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
unwilling,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
unwitting,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
unwritten,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
upbeat,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
upright,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
upset,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
urban,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
usable,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
used,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
useful,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
useless,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
utilized,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
utter,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
vacant,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
vague,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
vain,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
valid,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
valuable,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
vapid,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
variable,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
vast,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
velvety,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
venerated,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
vengeful,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
verifiable,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
vibrant,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
vicious,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
victorious,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
vigilant,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
vigorous,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
villainous,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
violent,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
violet,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
virtual,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
virtuous,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
visible,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
vital,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
vivacious,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
vivid,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
voluminous,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
wan,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
warlike,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
warm,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
warmhearted,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
warped,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
wary,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
wasteful,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
watchful,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
waterlogged,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
watery,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
wavy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
weak,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
