English_Word,Node_Collections,,
unls,Focus -> General/Universal  ||  Focus  ->  Objective  ->  Material Object  ->  Immaterial  ->  Factual  ->  Opinion/Perspective  ||  Subjective,Focus  ->  Abstract  ->  Creative  ||  Spatial  ->  Time  ->  Past  ->  Near  ->  Distant  ->  Present  ->  Future  ->  Near  ->  Distant  ->  Space  ->  Near/Close  ->  Far/Distant  ->  Location  ||  Action  ->  Past Tense/Occurred  ->  Current/Occuring  ->  Future/Forward  ->  Resting/Stopped  ||,Identity  ->  Species  ->  Self  ->  Close Related External  ->  Distant Related External  ->  Gender  ->  Unidentified  ->  Binary  ->  Trans  ->  Female  ->  Male  ||  Quantitative  ->  Singular  ->  Positive  ->  Negative  ->  Multiple  ->  Positive  ->  Negative
,,,
AM,Spatial  ->  Time,,
PM,Spatial  ->  Time,,
pushy,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
putrid,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
puzzled,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
puzzling,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
quaint,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
qualified,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
quarrelsome,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
quarterly,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
queasy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
querulous,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
questionable,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
quick,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
quiet,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
quintessential,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
quirky,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
quixotic,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
quizzical,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
radiant,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
ragged,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
rapid,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
rare,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
rash,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
raw,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
ready,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
real,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
realistic,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
reasonable,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
recent,Spatial	 -> 	Time	 -> 	Present																												,,
reckless,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
rectangular,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
red,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
reflecting,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
regal,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
regular,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
reliable,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
relieved,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
remarkable,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
remorseful,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
remote,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
repentant,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
repulsive,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
required,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
respectful,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
responsible,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
revolving,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
rewarding,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
rich,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
right (direction)	Spatial	 -> 	Space	 -> 	Location																											,,,
right (correctness)	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,,
right (entitlement)	Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual																									,,,
rigid,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
ringed,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
ripe,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
roasted,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
robust,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
rosy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
rotating,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
rotten,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
rough,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
round,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
rowdy,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
royal,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
rubbery,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
ruddy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
rude,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
rundown,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
runny,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
rural,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
rusty,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
sad,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
safe,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
salty,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
same,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
sandy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
sane,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
sarcastic,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
sardonic,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
satisfied,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
scaly,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
scarce,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
scared,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
scary,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
scented,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
scholarly,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
scientific,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
scornful,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
scratchy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
scrawny,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
second,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
secondary,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
secret,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
selfish,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
sentimental,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
separate,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
serene,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
serious,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
serpentine,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
several,Quantitative	 -> 	Multiple																														,,
severe,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
shabby,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
shadowy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
shady,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
shallow,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
shameful,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
shameless,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
sharp,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
shimmering,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
shiny,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
shocked,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
shocking,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
shoddy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
short,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
showy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
shrill,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
shy,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
sick,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
silent,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
silky,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
silly,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
silver,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
similar,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
simple,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
simplistic,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
sinful,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
single,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
sizzling,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
skeletal,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
skinny,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
sleepy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
slight,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
slim,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
slimy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
slippery,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
slow,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
slushy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
small,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
smart,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
smoggy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
smooth,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
smug,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
snappy,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
snarling,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
sneaky,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
sniveling,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
snoopy,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
sociable,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
soft,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
soggy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
solid,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
somber,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
some,Quantitative																																,,
sophisticated,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
sore,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
sorrowful,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
soulful,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
soupy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
sour,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
Spatialnish,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
sparkling,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
sparse,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
specific,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
spectacular,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
speedy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
spherical,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
spicy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
spiffy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
spirited,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
spiteful,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
splendid,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
spotless,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
spotted,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
spry,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
square,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
squeaky,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
squiggly,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
stable,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
staid,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
stained,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
stale,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
standard,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
starchy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
stark,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
starry,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
steel,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
steep,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
sticky,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
stiff,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
stimulating,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
stingy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
stormy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
straight,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
strange,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
strict,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
strident,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
striking,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
striped,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
strong,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
studious,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
stunning,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
stupendous,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
stupid,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
sturdy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
stylish,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
subdued,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
